 ,Label,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
1257,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0076-0345:c:2/3 t:4/12 - TimeCourseNoise #1,740,18835.162,212,54828,107.807,1238.009,92,1253,31,31
1258,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0077-0346:c:2/3 t:4/12 - TimeCourseNoise #1,539,14391.354,201,57580,889.754,1236.598,878,1252,25,30
1259,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0078-0355:c:2/3 t:4/12 - TimeCourseNoise #1,669,14356.426,114,52429,216.445,1224.904,198,1246,33,37
1260,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0079-0352:c:2/3 t:4/12 - TimeCourseNoise #1,514,13909.971,224,41345,1287.049,1230.109,1273,1244,30,26
1261,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0080-0359:c:2/3 t:4/12 - TimeCourseNoise #1,885,13938.903,171,52692,430.027,1223.526,412,1243,36,38
1262,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0081-0351:c:2/3 t:4/12 - TimeCourseNoise #1,401,15451.175,130,57677,755.148,1231.266,739,1243,29,23
1263,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0082-0356:c:2/3 t:4/12 - TimeCourseNoise #1,825,14340.415,98,52249,1222.243,1225.991,1205,1242,35,31
1264,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0083-0372:c:2/3 t:4/12 - TimeCourseNoise #1,1460,19462.588,151,62540,795.179,1210.324,773,1232,44,43
1265,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0084-0366:c:2/3 t:4/12 - TimeCourseNoise #1,820,15255.334,267,63137,982.165,1215.228,961,1232,42,31
1266,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0085-0368:c:2/3 t:4/12 - TimeCourseNoise #1,891,14812.366,187,55467,33.226,1214.808,12,1230,43,30
1267,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0086-0380:c:2/3 t:4/12 - TimeCourseNoise #1,2410,28266.788,359,65535,709.841,1203.003,682,1230,56,54
1268,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0087-0367:c:2/3 t:4/12 - TimeCourseNoise #1,412,14694.682,231,51363,134.461,1216.937,119,1229,31,26
1269,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0088-0381:c:2/3 t:4/12 - TimeCourseNoise #1,940,16100.399,197,56450,629.186,1201.432,612,1220,35,36
1270,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0089-0379:c:2/3 t:4/12 - TimeCourseNoise #1,495,15626.428,128,57996,366.268,1204.429,350,1216,33,24
1271,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0090-0385:c:2/3 t:4/12 - TimeCourseNoise #1,569,14682.578,253,58963,519.008,1197.716,499,1212,35,28
1272,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0091-0392:c:2/3 t:4/12 - TimeCourseNoise #1,931,16619.069,146,64817,885.265,1190.716,866,1209,37,37
1273,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0092-0394:c:2/3 t:4/12 - TimeCourseNoise #1,956,15954.815,171,56720,1341.825,1188.600,1322,1207,38,36
1274,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0093-0389:c:2/3 t:4/12 - TimeCourseNoise #1,498,15346.815,288,52021,472.761,1193.610,459,1206,27,24
1275,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0094-0392:c:2/3 t:4/12 - TimeCourseNoise #1,621,16328.496,130,55329,1425.289,1191.576,1410,1205,31,28
1276,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0095-0395:c:2/3 t:4/12 - TimeCourseNoise #1,431,15283.111,197,52331,1195.303,1186.778,1186,1201,20,27
1277,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0096-0402:c:2/3 t:4/12 - TimeCourseNoise #1,837,17626.618,105,64716,269.740,1182.980,250,1198,41,34
1278,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0097-0414:c:2/3 t:4/12 - TimeCourseNoise #1,684,15120.768,404,49847,567.262,1170.257,554,1188,26,39
1279,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0098-0423:c:2/3 t:4/12 - TimeCourseNoise #1,985,14657.254,57,56695,182.605,1159.276,168,1183,31,47
1280,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0099-0418:c:2/3 t:4/12 - TimeCourseNoise #1,1097,15960.799,121,56760,663.057,1166.652,641,1183,43,36
1281,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0100-0425:c:2/3 t:4/12 - TimeCourseNoise #1,414,13959.601,215,54436,138.524,1154.519,126,1173,22,31
1282,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0101-0428:c:2/3 t:4/12 - TimeCourseNoise #1,777,17488.184,117,55863,1149.138,1154.815,1133,1171,32,32
1283,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0102-0435:c:2/3 t:4/12 - TimeCourseNoise #1,1469,15837.880,80,64570,759.069,1150.570,731,1169,55,42
1284,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0103-0429:c:2/3 t:4/12 - TimeCourseNoise #1,455,14375.481,112,58644,1490.388,1153.098,1477,1168,25,28
1285,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0104-0431:c:2/3 t:4/12 - TimeCourseNoise #1,694,14738.066,183,50217,446.402,1151.759,424,1166,41,28
1286,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0105-0440:c:2/3 t:4/12 - TimeCourseNoise #1,420,15448.157,137,49856,881.840,1141.352,871,1157,28,28
1287,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0106-0446:c:2/3 t:4/12 - TimeCourseNoise #1,552,14601.380,153,45837,57.777,1138.250,40,1152,30,31
1288,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0107-0449:c:2/3 t:4/12 - TimeCourseNoise #1,939,16379.276,105,51477,378.652,1133.065,361,1152,34,36
1289,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0108-0456:c:2/3 t:4/12 - TimeCourseNoise #1,1353,18402.693,196,58686,309.066,1126.603,285,1149,45,45
1290,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0109-0450:c:2/3 t:4/12 - TimeCourseNoise #1,817,14257.417,110,53259,999.283,1133.400,983,1149,33,32
1291,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0110-0458:c:2/3 t:4/12 - TimeCourseNoise #1,1477,17668.837,169,65535,695.302,1124.534,673,1148,44,46
1292,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0111-0454:c:2/3 t:4/12 - TimeCourseNoise #1,877,16421.295,121,49432,596.584,1129.890,574,1146,42,34
1293,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0112-0462:c:2/3 t:4/12 - TimeCourseNoise #1,1228,18912.222,167,62444,489.203,1120.958,470,1142,38,42
1294,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0113-0463:c:2/3 t:4/12 - TimeCourseNoise #1,893,14813.459,103,50025,1232.361,1120.635,1214,1137,35,35
1295,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0114-0462:c:2/3 t:4/12 - TimeCourseNoise #1,513,15084.187,114,55320,222.026,1119.260,206,1134,29,27
1296,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0115-0470:c:2/3 t:4/12 - TimeCourseNoise #1,1210,18452.684,123,62492,139.131,1112.590,118,1131,41,37
1297,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0116-0468:c:2/3 t:4/12 - TimeCourseNoise #1,722,20255.841,786,56906,1386.863,1114.899,1371,1129,32,28
1298,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0117-0484:c:2/3 t:4/12 - TimeCourseNoise #1,991,16839.663,203,60350,789.804,1099.106,772,1117,36,36
1299,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0118-0489:c:2/3 t:4/12 - TimeCourseNoise #1,1012,16752.981,139,60331,357.977,1093.317,339,1115,36,42
1300,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0119-0492:c:2/3 t:4/12 - TimeCourseNoise #1,684,15961.338,197,44711,407.063,1091.825,393,1108,27,34
1301,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0120-0497:c:2/3 t:4/12 - TimeCourseNoise #1,875,15939.045,105,56244,260.989,1086.973,241,1103,37,35
1302,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0121-0496:c:2/3 t:4/12 - TimeCourseNoise #1,709,15398.395,178,50284,1465.339,1086.881,1449,1103,32,33
1303,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0122-0500:c:2/3 t:4/12 - TimeCourseNoise #1,1033,17922.548,333,65516,573.746,1082.273,555,1102,36,38
1304,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0123-0498:c:2/3 t:4/12 - TimeCourseNoise #1,498,14448.759,119,50242,1183.594,1084.135,1169,1098,29,26
1305,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0124-0505:c:2/3 t:4/12 - TimeCourseNoise #1,971,19676.253,105,60254,713.676,1077.977,697,1097,35,38
1306,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0125-0505:c:2/3 t:4/12 - TimeCourseNoise #1,1119,17035.838,94,62858,182.930,1075.785,158,1096,50,37
1307,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0126-0517:c:2/3 t:4/12 - TimeCourseNoise #1,1077,15117.566,201,50000,127.723,1066.493,105,1083,43,34
1308,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0127-0523:c:2/3 t:4/12 - TimeCourseNoise #1,1462,15699.165,146,57211,310.317,1060.873,288,1081,46,43
1309,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0128-0524:c:2/3 t:4/12 - TimeCourseNoise #1,510,15144.763,251,58810,1516.761,1059.194,1503,1072,28,26
1310,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0129-0527:c:2/3 t:4/12 - TimeCourseNoise #1,540,15418.263,281,56862,947.867,1055.820,934,1069,27,27
1311,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0130-0542:c:2/3 t:4/12 - TimeCourseNoise #1,585,14827.552,91,45862,1341.262,1038.868,1327,1055,31,29
1312,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0131-0541:c:2/3 t:4/12 - TimeCourseNoise #1,538,15374.545,94,55013,1471.638,1041.942,1459,1055,26,27
1313,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0132-0552:c:2/3 t:4/12 - TimeCourseNoise #1,1209,18501.581,160,62826,381.157,1031.804,362,1052,40,42
1314,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0133-0551:c:2/3 t:4/12 - TimeCourseNoise #1,743,15279.829,103,58025,606.531,1031.150,589,1048,36,32
1315,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0134-0552:c:2/3 t:4/12 - TimeCourseNoise #1,466,15408.644,125,57499,520.054,1029.376,506,1043,27,25
1316,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0135-0559:c:2/3 t:4/12 - TimeCourseNoise #1,789,14455.540,261,56657,1018.288,1022.121,995,1042,43,36
1317,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0136-0564:c:2/3 t:4/12 - TimeCourseNoise #1,1717,19243.646,107,65535,148.582,1018.622,124,1040,49,43
1318,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0137-0564:c:2/3 t:4/12 - TimeCourseNoise #1,881,14793.170,123,49563,86.102,1017.986,70,1037,34,37
1319,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0138-0563:c:2/3 t:4/12 - TimeCourseNoise #1,820,14332.523,116,59181,1167.387,1019.357,1148,1034,38,29
1320,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0139-0590:c:2/3 t:4/12 - TimeCourseNoise #1,1627,16945.412,146,61815,202.579,994.159,182,1026,42,67
1321,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0140-0587:c:2/3 t:4/12 - TimeCourseNoise #1,1038,16148.544,247,59602,544.496,995.750,526,1018,42,45
1322,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0141-0590:c:2/3 t:4/12 - TimeCourseNoise #1,696,16601.191,174,54678,748.092,992.408,734,1011,27,37
1323,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0142-0592:c:2/3 t:4/12 - TimeCourseNoise #1,580,13204.652,116,55989,920.669,990.738,906,1005,28,29
1324,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0143-0592:c:2/3 t:4/12 - TimeCourseNoise #1,518,15878.844,242,51194,1451.307,990.714,1439,1005,25,28
1325,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0144-0598:c:2/3 t:4/12 - TimeCourseNoise #1,917,14863.737,160,49033,639.021,983.941,620,1002,37,35
1326,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0145-0607:c:2/3 t:4/12 - TimeCourseNoise #1,1173,14413.827,192,54802,50.615,975.062,35,999,31,47
1327,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0146-0606:c:2/3 t:4/12 - TimeCourseNoise #1,777,15256.375,107,60675,396.499,978.068,381,993,36,33
1328,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0147-0610:c:2/3 t:4/12 - TimeCourseNoise #1,772,14208.255,89,54040,125.389,975.481,106,992,38,39
1329,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0148-0612:c:2/3 t:4/12 - TimeCourseNoise #1,1281,22800.475,329,65535,961.769,970.490,942,992,39,42
1330,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0149-0604:c:2/3 t:4/12 - TimeCourseNoise #1,551,15543.699,178,61389,1088.789,979.485,1075,992,29,26
1331,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0150-0609:c:2/3 t:4/12 - TimeCourseNoise #1,498,14569.715,274,52382,1023.062,975.098,1005,987,33,27
1332,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0151-0614:c:2/3 t:4/12 - TimeCourseNoise #1,727,16222.476,366,52347,491.452,967.911,475,983,36,29
1333,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0152-0618:c:2/3 t:4/12 - TimeCourseNoise #1,803,17900.146,94,61349,797.062,966.180,779,981,34,32
1334,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0153-0637:c:2/3 t:4/12 - TimeCourseNoise #1,967,15321.755,130,59474,178.510,945.529,154,965,46,38
1335,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0154-0644:c:2/3 t:4/12 - TimeCourseNoise #1,675,17537.356,146,47376,234.014,940.515,217,954,32,31
1336,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0155-0646:c:2/3 t:4/12 - TimeCourseNoise #1,464,14657.588,235,53859,747.347,936.821,732,954,37,34
1337,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0156-0648:c:2/3 t:4/12 - TimeCourseNoise #1,597,15636.849,114,49877,1119.487,935.976,1104,951,29,33
1338,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0157-0653:c:2/3 t:4/12 - TimeCourseNoise #1,612,15775.353,279,51429,615.005,929.605,603,947,26,34
1339,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0158-0649:c:2/3 t:4/12 - TimeCourseNoise #1,517,16560.576,226,56122,1286.428,934.127,1274,947,26,26
1340,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0159-0654:c:2/3 t:4/12 - TimeCourseNoise #1,749,16630.083,169,54536,484.822,927.605,469,945,31,32
1341,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0160-0659:c:2/3 t:4/12 - TimeCourseNoise #1,937,15600.725,144,55333,826.507,924.567,810,944,31,41
1342,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0161-0658:c:2/3 t:4/12 - TimeCourseNoise #1,971,14531.595,265,46173,83.270,925.906,63,942,40,35
1343,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0162-0666:c:2/3 t:4/12 - TimeCourseNoise #1,1508,17899.110,256,58417,423.335,915.104,404,942,39,51
1344,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0163-0656:c:2/3 t:4/12 - TimeCourseNoise #1,500,14275.824,130,45946,1439.676,926.382,1426,941,28,28
1345,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0164-0670:c:2/3 t:4/12 - TimeCourseNoise #1,1982,24465.088,148,65535,364.745,912.451,340,938,49,51
1346,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0165-0670:c:2/3 t:4/12 - TimeCourseNoise #1,561,14879.672,167,45515,1163.578,913.643,1149,926,30,27
1347,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0166-0677:c:2/3 t:4/12 - TimeCourseNoise #1,464,14586.802,229,49566,701.172,909.565,687,920,32,28
1348,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0167-0680:c:2/3 t:4/12 - TimeCourseNoise #1,773,14329.400,208,58970,919.146,904.972,903,920,32,35
1349,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0168-0688:c:2/3 t:4/12 - TimeCourseNoise #1,1004,16166.770,119,56507,237.257,897.194,213,912,48,34
1350,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0169-0693:c:2/3 t:4/12 - TimeCourseNoise #1,585,17556.027,160,52824,1360.956,890.098,1347,904,28,28
1351,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0170-0723:c:2/3 t:4/12 - TimeCourseNoise #1,1522,15805.313,132,59361,749.351,856.750,722,899,58,78
1352,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0171-0699:c:2/3 t:4/12 - TimeCourseNoise #1,534,15414.530,89,53241,957.360,885.399,944,899,27,30
1353,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0172-0701:c:2/3 t:4/12 - TimeCourseNoise #1,811,15976.126,155,51038,1033.845,880.981,1017,899,34,35
1354,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0173-0705:c:2/3 t:4/12 - TimeCourseNoise #1,693,15060.462,142,52088,1410.491,877.301,1397,894,28,32
1355,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0174-0709:c:2/3 t:4/12 - TimeCourseNoise #1,1175,16834.696,119,61536,64.531,871.238,42,893,48,39
1356,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0175-0710:c:2/3 t:4/12 - TimeCourseNoise #1,531,14959.041,242,50117,615.234,869.442,603,892,30,39
1357,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0176-0706:c:2/3 t:4/12 - TimeCourseNoise #1,681,15581.984,148,64869,665.036,877.074,650,892,30,30
1358,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0177-0710:c:2/3 t:4/12 - TimeCourseNoise #1,453,15990.380,201,50201,1188.429,874.202,1174,886,25,27
1359,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0178-0716:c:2/3 t:4/12 - TimeCourseNoise #1,889,13521.831,75,52096,1238.507,867.389,1220,883,40,32
1360,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0179-0723:c:2/3 t:4/12 - TimeCourseNoise #1,508,14650.957,84,51881,332.150,861.122,317,876,31,33
1361,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0180-0726:c:2/3 t:4/12 - TimeCourseNoise #1,784,16580.471,112,59124,424.974,857.179,410,873,31,33
1362,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0181-0725:c:2/3 t:4/12 - TimeCourseNoise #1,520,17023.796,130,57458,1070.881,857.429,1058,871,25,27
1363,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0182-0733:c:2/3 t:4/12 - TimeCourseNoise #1,704,14881.155,144,52647,154.516,848.830,141,867,31,35
1364,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0183-0740:c:2/3 t:4/12 - TimeCourseNoise #1,1107,16554.209,110,54844,260.065,840.430,241,864,42,42
1365,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0184-0743:c:2/3 t:4/12 - TimeCourseNoise #1,972,14947.678,201,53586,836.368,840.642,820,858,35,36
1366,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0185-0749:c:2/3 t:4/12 - TimeCourseNoise #1,693,14878.823,123,51269,689.138,832.657,669,852,36,37
1367,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0186-0756:c:2/3 t:4/12 - TimeCourseNoise #1,1048,16525.489,400,65535,375.980,824.089,357,848,43,42
1368,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0187-0757:c:2/3 t:4/12 - TimeCourseNoise #1,758,15640.956,365,57482,1200.356,824.867,1186,843,30,34
1369,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0188-0775:c:2/3 t:4/12 - TimeCourseNoise #1,1694,17910.147,315,64265,469.668,811.678,449,842,38,69
1370,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0189-0756:c:2/3 t:4/12 - TimeCourseNoise #1,695,15572.932,203,57532,1120.653,828.130,1102,842,34,31
1371,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0190-0760:c:2/3 t:4/12 - TimeCourseNoise #1,486,17130.416,116,56043,1312.457,823.226,1299,835,28,24
1372,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0191-0765:c:2/3 t:4/12 - TimeCourseNoise #1,901,14737.599,178,55799,1044.008,816.997,1025,834,38,33
1373,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0192-0767:c:2/3 t:4/12 - TimeCourseNoise #1,966,14199.133,96,56379,516.505,816.152,496,832,41,32
1374,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0193-0772:c:2/3 t:4/12 - TimeCourseNoise #1,656,15980.601,320,60257,317.762,815.044,298,831,33,40
1375,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0194-0778:c:2/3 t:4/12 - TimeCourseNoise #1,1243,15620.183,212,65535,1420.892,805.558,1402,827,37,45
1376,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0195-0778:c:2/3 t:4/12 - TimeCourseNoise #1,523,14508.855,169,60795,112.873,803.825,95,817,37,25
1377,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0196-0783:c:2/3 t:4/12 - TimeCourseNoise #1,630,14291.337,141,48987,1372.276,800.083,1359,814,30,28
1378,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0197-0793:c:2/3 t:4/12 - TimeCourseNoise #1,1100,15791.935,240,60442,720.715,790.159,700,810,38,40
1379,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0198-0803:c:2/3 t:4/12 - TimeCourseNoise #1,1578,18719.811,311,63113,587.638,777.070,564,808,51,57
1380,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0199-0794:c:2/3 t:4/12 - TimeCourseNoise #1,664,14969.566,231,58668,673.910,787.791,661,806,27,35
1381,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0200-0796:c:2/3 t:4/12 - TimeCourseNoise #1,660,15939.200,155,63452,1556.994,787.095,1543,806,27,39
1382,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0201-0803:c:2/3 t:4/12 - TimeCourseNoise #1,718,15770.688,306,54180,1101.117,779.675,1086,797,29,35
1383,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0202-0801:c:2/3 t:4/12 - TimeCourseNoise #1,495,15083.451,125,54885,1208.732,781.324,1194,794,29,24
1384,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0203-0812:c:2/3 t:4/12 - TimeCourseNoise #1,405,15144.788,231,57297,766.394,770.285,752,787,30,33
1385,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0204-0826:c:2/3 t:4/12 - TimeCourseNoise #1,1677,17557.526,142,65535,43.222,755.697,18,785,45,57
1386,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0205-0816:c:2/3 t:4/12 - TimeCourseNoise #1,498,15280.424,425,56811,1050.968,769.080,1040,782,26,31
1387,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0206-0824:c:2/3 t:4/12 - TimeCourseNoise #1,698,15291.762,254,50625,639.754,758.562,623,776,31,35
1388,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0207-0827:c:2/3 t:4/12 - TimeCourseNoise #1,1123,16073.439,245,53441,996.740,755.640,977,775,43,38
1389,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0208-0830:c:2/3 t:4/12 - TimeCourseNoise #1,675,16043.883,229,53774,244.921,750.821,232,771,29,36
1390,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0209-0829:c:2/3 t:4/12 - TimeCourseNoise #1,574,14397.545,167,47687,347.514,755.052,333,769,31,31
1391,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0210-0836:c:2/3 t:4/12 - TimeCourseNoise #1,1250,17094.474,192,65535,929.959,747.582,908,768,41,43
1392,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0211-0834:c:2/3 t:4/12 - TimeCourseNoise #1,683,16771.215,217,58611,883.964,749.465,868,765,31,32
1393,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0212-0837:c:2/3 t:4/12 - TimeCourseNoise #1,681,15845.570,150,48281,415.099,748.074,394,763,39,35
1394,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0213-0837:c:2/3 t:4/12 - TimeCourseNoise #1,779,17264.035,130,52392,1352.123,746.079,1334,761,34,30
1395,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0214-0844:c:2/3 t:4/12 - TimeCourseNoise #1,1168,17479.241,141,65535,300.866,738.002,281,760,40,42
1396,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0215-0843:c:2/3 t:4/12 - TimeCourseNoise #1,921,15775.940,123,54349,728.222,739.272,713,760,35,41
1397,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0216-0846:c:2/3 t:4/12 - TimeCourseNoise #1,615,15273.351,73,55873,681.459,738.186,665,752,35,31
1398,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0217-0848:c:2/3 t:4/12 - TimeCourseNoise #1,861,16351.316,87,57146,474.584,735.864,456,751,37,32
1399,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0218-0850:c:2/3 t:4/12 - TimeCourseNoise #1,662,15071.349,235,59251,1121.137,734.539,1107,751,27,36
1400,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0219-0859:c:2/3 t:4/12 - TimeCourseNoise #1,1307,17854.267,256,65535,1234.326,723.461,1216,747,37,46
1401,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0220-0857:c:2/3 t:4/12 - TimeCourseNoise #1,813,15158.135,112,57513,93.819,724.486,78,743,33,34
1402,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0221-0876:c:2/3 t:4/12 - TimeCourseNoise #1,540,14794.935,213,50268,248.946,708.806,237,723,29,33
1403,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0222-0885:c:2/3 t:4/12 - TimeCourseNoise #1,1160,15646.591,126,62405,45.098,697.103,26,719,39,42
1404,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0223-0887:c:2/3 t:4/12 - TimeCourseNoise #1,1449,16884.763,101,57322,156.262,695.374,131,715,54,38
1405,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0224-0884:c:2/3 t:4/12 - TimeCourseNoise #1,1044,18824.482,306,62467,842.903,698.215,821,714,42,31
1406,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0225-0884:c:2/3 t:4/12 - TimeCourseNoise #1,454,14696.231,215,46283,1482.976,696.881,1471,712,26,27
